2.02306E+19,日产,轩逸,2022款 1.6L XL CVT智享版,提车两个月开始反馈问题至今一直没有解决处理！后来约厂家技术人员回店对车子进行调研的检测报告在投诉后才给我看，也没有盖章！他们说65-300um漆膜厚度数值是正常范围内，等于东风日产即使三层漆的车都是正常的。色差值L值-3.0到2.0，a值-0.5到0.5，b值0.5到2.5的东风日产车漆色差都是正常范围内！我新车一个车门发黄发暗售后经理说是正常的是汗水造成的。所谓的到店检查就是随便测测色差与漆膜厚度，最关键的是我反映最黄的地方厂家技术人员说那位置检测不了，能让消费者信服吗？通过搜索资料所知L值-3.0和正2.0是极其严重的色差！他们心虚不肯检测的地方我自己用色差宝测了一下达到2.58，都提示不合格了，远超出他们企业标准的2.0。他们是心虚不敢检测那个部位还是真检测不出来呢？单独一个车门有严重色差如是经销商与厂家技术人员说的原厂原版原漆那么就是严重的工艺问题，应该召回到广州市花都区新华镇风神大道8号东风汽车有限公司工厂还原修复并作出折损赔偿一万元（买的白色还要加价2000元去买个心里不舒服），或按照三包法回收这台阴阳脸的轩逸车。厂家所谓的进行了说明并提出解决方案就是说我车子没事并挂电话,"车身
色差",2023/6/16
2.02306E+19,大众,朗逸,2022款 280TSI DSG豪华版,上汽大众朗逸车机非原厂与官宣不符，差别巨大，后来发现并非为官方宣传的车机系统，无车联网，等功能减配，缺失，无法实现carplay和carlife车联。因我购是高配豪华版，4s店私自改装，是一辆假高配版，实是低配改高配版的伪高配版！欺诈隐瞒，欺骗消费，几经周折最近更换问题车机后不能智慧车联，主动刹车无效，无法使用上汽大众app无法实现mos系统， usb接口不能充电等等，与官方车辆配置表不一，存在着隐瞒信息与欺诈销售，车辆与高配信息不一，各项功能缺失，功能减配，一辆伪高配版，商家一直不理不回复，不处理问题，请问如何处理问题？望厂商积极协调解决,"销售欺诈
低配当高配卖",2023/6/16
2.02306E+19,日产,楼兰,2017款 2.5 S/C HEV XV 四驱混动旗舰版,锂电池问题,"发动机
其他",2023/6/16
2.02306E+19,大众,宝来,2019款 改款 宝来·传奇 1.5L 自动时尚型 国VI,我买的是真皮座椅的配置，主副驾驶包括后排座椅头枕真皮开裂，4s店没有选择索赔及跟换，而是选择用胶水粘接，没有给我合理的解释，最终解释为（当时是销售负责的，让我找销售）。,"车身
部件开裂",2023/6/16
2.02306E+19,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,2023年5月17日购买车辆，2023年6月15日HEV行驶里程2072公里，使用比亚迪官方手机软件时，发现首保免费卷过期。跟4S店咨询，手机号码号码13001772555的营销人员回复我说是因为我的保养里程超了，HEV里程已经达到3500公里以上，所以我的首保卷过期了，但是我的车辆表显HEV里程为2072公里。后来手机号码13365313423的服务总监跟我联系，也是说我是HEV里程超过了保养里程3500公里，所以首保卷过期了。这些我都有录音。现在我怀疑这家4S店销售调表车，我想申请退一赔三。,"电气设备
其他",2023/6/16
2.02306E+19,开瑞,开瑞K50EV,2018款 豪华型EV,15日中午8点17分充电11点40分自燃后多次去电厂家至16日10点都是反馈中。,"动力电池及电源管理系统
充电故障",2023/6/16
2.02306E+19,奔驰,奔驰A级(进口),2011款 A 160,"尊敬的中国汽车质量网好：
我于2011年购买德国进口奔驰A160，2023年6月1日出现了变速箱故障，仪表提示：变速箱故障-请去服务中心，此故障现象无法升档，传动中断。发动机转速无限升高，变速箱内部咔哒异响，与奔驰2012年召回此款车型的故障一样，2023年6月9日拨打梅赛德斯奔驰官方电话，被告知车辆已过质保期，不在召回名单内，无法索赔。6月12日前往西安华中星辉汽车销售服务有限公司检测，检测结果为变速箱故障，产品质量问题。同样被告知车辆已过质保期，不在召回名单内，无法索赔。为什么相同车型，同样的产品质量问题，同样的故障，我的车不在召回名单内，难道奔驰这么做的目的就是为了让消费者出了质保期自费维修？欺诈消费者。希望中国汽车质量网帮我讨回公道。
诉求：梅赛德斯奔驰按照此车型2012年召回维修方式维修我的车辆。","服务态度
不予索赔",2023/6/16
2.02306E+19,雪佛兰,迈锐宝,2018款 530T 自动豪华版,这一批次迈锐宝车友群里基本全部都有挂上P档车辆感应不到的情况，一直提示请挂入P档，真恶心。,"制动系
其他",2023/6/16
2.02306E+19,大众,ID.4 CROZZ,2022款 长续航Lite PRO版,右后过不平整路面异响，去4S处理几次无果。4S店说是正常的，拆了检查不出问题。,"悬架系
异响",2023/6/16
2.02306E+19,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,1、中控喇叭盖板异响，多次维修仍未解决。2、车内异响，3次到售后检修，均未能查出异响具体位置，仍未维修。3、刹车踏板异响。,"车身
异响",2023/6/16
2.02306E+19,本田,思域,2023款 240TURBO CVT劲动·C位客特别版,投诉完之后没下文了，也没人跟我联系,"悬架系
漏油",2023/6/16
2.02306E+19,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,满电EV模式下行车中，发动机自启动且仪表和能量源都不显示HEV和发动机工作状态。,"发动机
其他",2023/6/16
2.02306E+19,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,电池静置掉电，去年至今年已经第四次了,"动力电池及电源管理系统
续航里程不足",2023/6/16
2.02306E+19,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,"1.EV模式，发动机自启，持续2分钟。
2.后台静默ota，改变hev启动策略，无证据，但明显比去年频繁。
3.油是用户的，BYD凭什么通过后台OTA手段，启动发动机燃烧燃油。
4.厂家400电话形同虚设，无法自圆其说。
4S店默认此行为存在，不予解决处理请协助联系厂家解决此质量问题，依照国家三包法，7日内因质量问题免费更换或者退货","电气设备
其他",2023/6/16
2.02306E+19,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,ev模式（电量90％）下车辆自动切换发动机并且不提示hev模式,"动力电池及电源管理系统
EV功能受限",2023/6/16
2.02306E+19,深蓝汽车,深蓝SL03,2022款 1.5L 1200增程版,车身大面积划痕，座椅两处鼓包，填充物空洞,"车身
其他",2023/6/16
2.02306E+19,远程,远程星享V,2023款 V6E 宁德时代41.86kWh尊享版,从买车开始从续航260到三周后突然降到230然后慢慢降到210，到现在恢复到220+，从4月开始慢充就间断性的报故障不充电，充电全看运气，以上两种情况都不是个例，同一批提车的十几个顺丰同事都有这毛病,"动力电池及电源管理系统
续航里程不足",2023/6/16
2.02306E+19,宝马,宝马1系,2021款 改款 125i M运动曜夜版,根本没有主动联系，且没有拿出解决的态度，欺骗贵平台和市场监管部门！,"服务态度
态度蛮横",2023/6/16
2.02306E+19,奥迪,奥迪Q3,2022款 40 TFSI RS套件燃速型,新车保险杠油漆脱落，无底漆，怀疑不是原厂，不处理，就给补漆,"车身
车漆脱落",2023/6/16
2.02306E+19,吉利汽车,豪越,2020款 1.8TD DCT豪华型 7座,天窗堵了造出车内进水，我全程在4s店保养且车辆还在质保期内，车辆进站后就说这个要自费，没给任何说法,"车身
其他",2023/6/16
2.02306E+19,哪吒汽车,哪吒V,2022款 Pro 长续航智趣版,"2023年6月9日傍晚五点十分左右，我驾驶的哪咤vPro2021年款新能源汽车冒烟起火，我在汽车冒烟的第一时间匆忙离开了驾驶位，并拨打了119火警，火警派了二辆消防车进行施救，消防员施救了二小时左右才得以控制局面。此事给我留下了极大的心理阴影和创伤，我现在不敢回想当时发生的场景，万一当时没有迅速离开驾驶位，后果将不堪设想，以至于现在我不敢再开车，近期也计划去医院看心理医生进行心理疏导。
对此，我找了哪吒官方客服和售后，官方一点回应都没有，车子质量差，服务也差。","动力电池及电源管理系统
动力电池组故障",2023/6/15
2.02306E+19,大众,速腾,2019款 280TSI DSG舒适型 国V,2022年4月份车辆出现漏水送至金山大众4S店维修，在质保期内天窗漏水更换跟了4根排水管，拆卸了地毯，23年6月又漏水，送至金山4S店，师傅检测为天窗骨架漏水，超出三年质保期要求自费，天窗22年漏水维修过，23年6月，4S店师傅检测过，车停平路不会漏水，停斜坡下雨天窗即会漏水，此问题为同一问题，天窗漏水故障，为何厂家以三年质保无法质保，天窗漏水是否再质保期内发生，我将车送至4S店进行质保，有义务将天窗漏水问题进行全面排查，而不是简单更换排水管，跟地毯更换，我车如未停放在斜坡遇到下雨是不是都无法知道天窗仍存在漏水风险，作为4s店有义务针对问题，进行全面测试，不是进行局部维修，作为厂家在不是在质保期内已经发生问题在刚出质保期不管不顾，存在明显厂大欺客。,"车身
漏水",2023/6/15
2.02306E+19,魏牌,魏牌 VV6,2019款 2.0T 两驱旗舰型 国VI,"厂家没人联系，是4S联系的。
正常是7500公里保养一次，现在基本上开1000公里就烧1升机油。是发动机有严重质量问题。
厂家说让发动机大修，治标不治本的做法，如果大修后再出现烧机油情况怎么办？
大修后车况和贬值厂家负责么，支持国产这么难么????","发动机
烧机油",2023/6/15
2.02306E+19,比亚迪,元PLUS,2022款 430KM 尊贵型,我于2022年6月1日提车，当时买来第二天就觉得方向有向右跑偏的感觉，但不是很明显，车子方向回位较模糊，但随着用车的推移，向右跑偏越来越多，期间于2023年5月到4s调整过，但一个月后又继续出现同样的问题，我感觉这车是硬件有问题，并且不是一个人反应，连给我调试车的师傅都说反馈的比较多。望能监督车企整改或为客户解决问题。,"转向系
跑偏",2023/6/15
2.02306E+19,雪佛兰,科沃兹,2016款 1.5L 自动欣悦版,去4S店里后，售后只是对转向系统进行了升级，方向机异响问题没有得到解决。,"转向系
异响",2023/6/15
2.02306E+19,奇瑞新能源,QQ冰淇淋,2022款 170km 圣代 磷酸铁锂,奇瑞QQ冰淇淋购于2021年12月，至2023年6月已行驶14400多公里，平时正常行驶未发生任何事故，保养均在奇瑞指定售后服务点进行。23年6月10日在第三次保养时发现两前轮胎内侧偏磨。遂向奇瑞售后发起投诉！要求解决引起偏磨的问题，并免费更换两前轮胎！经奇瑞售后服务点检测，建议重新调整前轮定位数据，连带更换左右前轮，但被奇瑞售后以四轮定位维护项目不是索赔项目遭到拒绝！这就是奇瑞！？请问我们买了你的车我们需要每1万公里定时去做四轮定位？你在维保手册上写了吗？万一没做，我就需要自己更换轮胎？一万公里换一次轮胎！？这就是奇瑞！给你的轮胎供应商提供了巨大的商机！这就是奇瑞，果然不负奇瑞奇瑞，修车排队的美誉！请中国汽车质量网帮消费者合法维权！,"轮胎和车轮
轮胎偏磨",2023/6/15
2.02306E+19,特斯拉,Model 3,2022款 后轮驱动版,汽车后玻璃开裂 已经申请售后数十日 也和售后要求加急更换玻璃，玻璃属于安全行驶影响较大部件 厂家还一直拖延更换 难道要等到玻璃碎了出事故了才更换吗？还是等裂缝大了把质量问题推卸给用户自身原因。,"车身
部件开裂",2023/6/15
2.02306E+19,奔驰,奔驰E级,2022款 改款三 E 300 L 时尚型,高速碰撞气囊不爆，重大安全隐患。厂家并没有回复处理，敷衍了事。请有关部门处理,"制动系
刹车失灵",2023/6/15
2.02306E+19,奔驰,奔驰E级,2022款 改款三 E 300 L 时尚型,高速撞击气囊不爆，严重质量问题。严重安全隐患。,"其他原因
设计缺陷",2023/6/15
2.02306E+19,比亚迪,秦Pro新能源,2019款 EV 超能版 高功率高续航智联领越型,"19年6月份购买比亚迪秦pro续航420公里的，电池是56度多，到23年发现电池续航衰减严重，正常行驶只能跑两百多，高速续航更不堪，于是23年6月4号开去了比亚迪售后检查，检查数据如上图片，售后电表显示百分0到百分百
电表显示刚好走56度电（充电桩有电损，我在家新车和现
在充电电损能百分20以上），4s店充满电以后进行实际开车的续航测试，云服务显示百公里电耗九度多，续航测试380多，按原车设计容量56度多的电池，您百公里行驶十度电的情况下，四百公里行驶了40度电，那么我还有16度电去了哪里！4s店售后人员承认电池会有衰减，但是说厂家有一套流程标准（具体标准不得而知，反正是说不清，
所以也没告诉我）于是我拨打比亚迪400客服，后来也是
本地售后给我回电，给出的方案是我车保修八年现在才四
年等我过两年再去检测，能换就换了！现在是厂家400客
服和线下售后踢皮球并不给解决问题！","动力电池及电源管理系统
电池衰减严重",2023/6/15
2.02306E+19,吉利几何,吉利几何A,2021款 Pro 畅享高维续航版 430KM A430平方版,1年2个月的车汽车重要零部件坏了，厂家没有质保,"动力电池及电源管理系统
故障灯亮",2023/6/15
2.02306E+19,魏牌,魏牌 VV5,2021款 1.5T 两驱颜先锋,21款魏派vv5带苹果carplay功能但一直无法正常使用连接不上打厂家400咨询说用原厂苹果数据线连接，照做但是还是连接不上，400客服也没办法，车辆产品问题,"电气设备
其他",2023/6/15
2.02306E+19,长安,长安CS35PLUS,2019款 1.4T DCT酷联蓝鲸版,漏油及启动困难！发动机舱冒烟无力，多次检查，占时处理，诉求误工费,"发动机
其他",2023/6/15
2.02306E+19,路虎,揽胜极光,2020款 249PS R-DYNAMIC HSE 豪华定制版,根本没有合理解决，新车出现变电箱故障，EV故障，充不进去电，不仅不承认，还搪塞属于软件问题，拖过提车7天才承认是充电模块的硬件问题，概不退换。,"电气设备
电池亏电",2023/6/15
2.02306E+19,广汽传祺,影豹,2021款 270T DCT J15版,做了四轮定位还是右偏，我在网上也搜出来有同款车方向盘右偏，,"转向系
跑偏",2023/6/15
2.02306E+19,开瑞,开瑞K60,2017款 1.5L 自动旗舰型,空调没两年异响，车漆起泡，生锈严重！制动也不行！,"车身
锈蚀",2023/6/15
2.02306E+19,比亚迪,唐,2021款 2.0T 自动旗舰型,车机黑屏，，卡顿 自动关机,"电气设备
中控卡顿",2023/6/15
2.02306E+19,飞凡汽车,飞凡F7,2023款 长续版,后排屏幕抖动，提车第三天发现故障，分别于8号，11号，15号三次进店维修，售后表示目前修不好，要等系统更新，更新后也不保证修好。怎么解售后也不知道,"电气设备
车载互联故障",2023/6/15
2.02306E+19,本田,雅阁,2018款 锐·混动 2.0L 锐酷版 国V,对我的诉求没有明确方案，现在就告知我就是车辆还在质保期内，质保期内再漏就去4S店修，过了质保期还漏就不管了，自己解决,"发动机
漏机油",2023/6/15
2.02306E+19,哈弗,哈弗赤兔,2021款 激擎版 1.5T 黄金兔,没有人主动联系我,"服务态度
不解决问题",2023/6/15
2.02306E+19,哈弗,哈弗赤兔,2021款 激擎版 1.5T 黄金兔,没有什人主动联系我,"车身
车漆鼓包",2023/6/15
2.02306E+19,捷达,捷达VS5,2021款 280TSI 自动进取型,轮胎开裂严重，时间还没两年时间，用的是国产玲珑轮胎，普遍反应轮胎开裂，找4s店不给更换新轮胎,"轮胎和车轮
其他",2023/6/15
2.02306E+19,奇瑞,瑞虎8,2020款 230TCI 手动时尚版,车开了两年，多次抛锚维修，缺缸熄火，发动机机盖维修，电池更换，挡风玻璃换两次，水箱无故自裂，质量极差,"发动机
故障灯亮",2023/6/15
2.02306E+19,宝马,宝马X3,2020款 xDrive28i 豪华套装,本人2020年购买的2020-2021款X3配套的车机系统与经销商及少车主手册中描述的远程升级和语音控制等功能无法实现，经媒体及朋友了解该系统为阉割版，车辆的ID7车机系统实际使用的主机是ID6的BDC模块，仅开机画面是ID7版本。20款车主手册以及4S店介绍中可实现的远程升级，语音控制，远程通风等功能均无法实现。宝马及经销商存在恶意隐瞒客户及虚假宣传的情况，目前系统无法升级，几项重要控制无法实现，请求予以硬件升级，解决当前问题。经销商反应他们解决不了，需要我们自行投诉或者与厂商直接沟通。,"附加设备
其他",2023/6/15
2.02306E+19,小鹏汽车,小鹏P7,2022款 480E,交付当天车辆出现异响，15天后左侧后车轮又出现异响，新车在交付短期内频繁出现异响，存在严重质量问题和安全隐患。多次联系400都没有给正面回复和处理结果。,"车身
异响",2023/6/15
2.02306E+19,东风风行,风行T5,2023款 盛世款 1.6L 手动筑梦版五座,车辆行驶中车内后视镜掉落，大概在5月20日左右出现过一次车辆过不着火的情况，经检查是电瓶线松动所致自行解决，这段时间还出现过多次挂倒档车子不动要退出档位重新挂倒档才行走的问题，车子购买不到半年就出现问题，还不知道用车时间长这样的事情多不多？新车本来是为了用的放心现在这样能放心吗？不知道下次行驶中还能从车上掉下什么零件！！！,"车身
部件开裂",2023/6/15
2.02306E+19,丰田,皇冠,2007款 2.5L Royal 特别版,工作台开裂，同意更换，几个月前在该店预定，始终没消息,"车身
部件开裂",2023/6/15
2.02306E+19,深蓝汽车,深蓝SL03,2022款 515纯电版,去店里维修就几句话 这车都这样都是正常,"车身
锈蚀",2023/6/15
2.02306E+19,深蓝汽车,深蓝SL03,2022款 515纯电版,车内电流声 副驾驶位子异响漏风 刹车下雨天异响严重 底盘生锈 去检查说正常这车就这样 维修只靠猜跟拆,"车身
异响",2023/6/15
2.02306E+19,大众,T-ROC探歌,2022款 280TSI DSG两驱舒享PLUS,2023.3.15提的车，说好的儿童座椅，到今天刚好2023.6.15整整三个月都没音讯，今天直接去店里说是什么财务还没到账，说是前久到的先拿给其他人了！为什么去店里，因为发消息不回，之前说的什么汽车靠枕这些小礼品什么都没有，当时跟我们说的是提车时候看店里有什么小礼品需要的自己拿，提车当天什么也没有，最简单的交车仪式都没有，一个红布条都是我们自己买的，可能是因为我们没买好几十万的车吧，所以想着随便糊弄一下，加上我们又好说话，真的是非常生气！,"承诺不兑现
销售承诺不兑现",2023/6/15
2.02306E+19,合创,合创Z03,2022款 潮酷版 620km,车前风挡玻璃不平看东西变形发花,"车身
其他",2023/6/15
2.02306E+19,别克,君越,2016款 20T 精英型,未联系,"附加设备
其他",2023/6/15
